"id","inspectorate","province","date","calculate_natsum","calculate_aqusum","calculate_totalsum","calculate_sumpro","fisher_fishermen","fisher_fisherwomen","fisher_fishfarmer","fisher_fishfarmerwomen","fisher_pond","fisher_pondsize","fisher_processor","fisher_processwomen","xformidstring","uuid","status","geolocation","calculatepatrol_sumcrime","calculatepatrol_sumexhibit","calculatepatrol_sumenforce","calculate001_sumcrime","calculate001_sumexhibit","calculate001_sumenforce","law_enforcement","law_amount","calculate_sumnatural","calculate_sumaqualculture","calculate_totalnaturalaqaulculture","calculate_sumprocessing"
586241509,1,"19","2024-08-23",39,0,39,7.75,NA,NA,NA,NA,NA,NA,NA,NA,"aLQEf7RcyAYyquCRdDCr4J","493fbf59-8abe-4f87-a688-01e49156c974","submitted_via_web","null, null",3,130,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
586249038,3,"2","2024-07-19",2880,1225,4105,770,0,0,0,0,0,0,0,0,"aLQEf7RcyAYyquCRdDCr4J","8a992c88-0f56-4a83-9350-a1a0e36e5f70","submitted_via_web","null, null",1,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
586259936,3,"2","2024-08-27",771,500,1271,202,0,0,0,0,0,0,0,0,"aLQEf7RcyAYyquCRdDCr4J","34a83b71-deac-4f4b-8524-545db0a9ef44","submitted_via_web","null, null",1,5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
586269704,3,"2","2024-09-27",987,354,1341,242,0,0,0,0,0,0,0,0,"aLQEf7RcyAYyquCRdDCr4J","a293233c-9178-4cfa-9d37-67743d3396d9","submitted_via_web","null, null",11,5850,11,NA,NA,NA,NA,NA,NA,NA,NA,NA
586315969,3,"5","2024-08-23",7.71,1.17,8.88,0.2,0,0,0,0,0,0,0,0,"aLQEf7RcyAYyquCRdDCr4J","d05d6e97-bd31-476a-8074-11b665046655","submitted_via_web","null, null",3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
586723695,2,"12","2024-08-23",3.9,260.1,264,69.12,NA,NA,NA,NA,NA,NA,NA,NA,"aLQEf7RcyAYyquCRdDCr4J","04ba911c-2d98-42e6-ae02-3894abb5fda3","submitted_via_web","null, null",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
586836826,4,"1","2024-08-23",180,89,269,2,NA,NA,NA,NA,NA,NA,NA,NA,"aLQEf7RcyAYyquCRdDCr4J","dc3082cf-c780-45b9-b9ad-d42905c3a46f","submitted_via_web","null, null",1,9,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
586840519,5,"9","2024-08-23",1070,57,1127,38,NA,NA,NA,NA,NA,NA,NA,NA,"aLQEf7RcyAYyquCRdDCr4J","883f21ee-1c0e-4b99-a0ad-dd39298c211b","submitted_via_web","null, null",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
586860792,1,"10","2024-08-23",173,93,266,7,NA,NA,NA,NA,NA,NA,NA,NA,"aLQEf7RcyAYyquCRdDCr4J","cce48f2f-c413-4530-92a4-931c9798b4a2","submitted_via_web","null, null",4,6,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
586967318,1,"11","2024-08-23",9.47,0.5,9.97,0,NA,NA,NA,NA,NA,NA,NA,NA,"aLQEf7RcyAYyquCRdDCr4J","de66223b-f161-4adf-b9fb-7488adb8becd","submitted_via_web","null, null",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
587112205,5,"18","2024-08-23",940,40,980,50,NA,NA,NA,NA,NA,NA,NA,NA,"aLQEf7RcyAYyquCRdDCr4J","bd0c1978-b798-4af1-9090-dc245f333386","submitted_via_web","null, null",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
587115673,2,"14","2024-08-30",162.07,378.15,540.22,108.02,NA,NA,NA,NA,NA,NA,NA,NA,"aLQEf7RcyAYyquCRdDCr4J","fa720f3e-e1b0-4ce5-957c-5b42698a0e5c","submitted_via_web","null, null",3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
587122902,4,"22","2024-08-29",1.5,0.07,1.57,0.06,NA,NA,NA,NA,NA,NA,NA,NA,"aLQEf7RcyAYyquCRdDCr4J","692d7525-a80e-4faf-bc53-07c11d34447c","submitted_via_web","null, null",1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
587461347,4,"1","2024-08-30",200,85,285,7,NA,NA,NA,NA,NA,NA,NA,NA,"aLQEf7RcyAYyquCRdDCr4J","db2f61db-90d7-43a1-a934-4da681d6fef1","submitted_via_web","null, null",1,15,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
587464010,1,"19","2024-08-30",35,0,35,6.78,NA,NA,NA,NA,NA,NA,NA,NA,"aLQEf7RcyAYyquCRdDCr4J","d92e3048-eb63-453f-892e-0592976bc060","submitted_via_web","null, null",15,800,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
587469579,2,"20","2024-08-30",134,17,151,0,NA,NA,NA,NA,NA,NA,NA,NA,"aLQEf7RcyAYyquCRdDCr4J","2a2c3d30-0475-4bfb-b94e-406f8b1dde8f","submitted_via_web","null, null",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
587470466,2,"20","2024-08-02",133,16,149,0,NA,NA,NA,NA,NA,NA,NA,NA,"aLQEf7RcyAYyquCRdDCr4J","f89fb1bd-1c5b-401a-b2d1-a84fb8fab837","submitted_via_web","null, null",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
587490964,1,"11","2024-08-30",13.16,0.6,13.76,0,NA,NA,NA,NA,NA,NA,NA,NA,"aLQEf7RcyAYyquCRdDCr4J","c9ce4db3-5660-4ee4-8c71-3185036f89fc","submitted_via_web","null, null",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
587522167,4,"13","2024-08-28",11.25,0.75,12,5.93,4034,394,170,0,120,0,135,0,"aLQEf7RcyAYyquCRdDCr4J","d00e161a-b1d5-453d-ba64-059b028f36e9","submitted_via_web","null, null",3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
587522785,3,"2","2024-08-23",770,150,920,227,0,0,0,0,0,0,0,0,"aLQEf7RcyAYyquCRdDCr4J","243d6119-c78f-4c4c-99ec-ce68a809e5fb","submitted_via_web","null, null",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
587533356,3,"4","2024-09-06",150,33,183,27,NA,NA,NA,NA,NA,NA,NA,NA,"aLQEf7RcyAYyquCRdDCr4J","bf55147b-6747-4452-ba3b-8d40a4ce6800","submitted_via_web","null, null",12,4035,12,NA,NA,NA,NA,NA,NA,NA,NA,NA
587535631,1,"3","2024-08-30",26,1204,1230,2.09,NA,NA,NA,NA,NA,NA,NA,NA,"aLQEf7RcyAYyquCRdDCr4J","34159bcd-7f42-46e9-bc93-61ec1b4e6759","submitted_via_web","null, null",8,103,8,NA,NA,NA,NA,NA,NA,NA,NA,NA
587548837,4,"6","2024-08-30",1378,1050,2428,215,NA,NA,NA,NA,NA,NA,NA,NA,"aLQEf7RcyAYyquCRdDCr4J","7568cc7f-b4f1-49b0-8cb3-64ac4a400689","submitted_via_web","null, null",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
587612472,5,"9","2024-08-28",891,42,933,36,NA,NA,NA,NA,NA,NA,NA,NA,"aLQEf7RcyAYyquCRdDCr4J","c2ddd706-4205-4198-acb3-1cd579a93a55","submitted_via_web","null, null",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
587898459,5,"23","2024-08-30",135,4.5,139.5,97.06,NA,NA,NA,NA,NA,NA,NA,NA,"aLQEf7RcyAYyquCRdDCr4J","fed3bac6-111f-40da-bf98-d61871221397","submitted_via_web","null, null",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
588136345,1,"16","2024-08-30",29,2,31,0.5,20000,5000,127,60,200,20000,200,190,"aLQEf7RcyAYyquCRdDCr4J","80b54b8f-1603-46bc-b580-47b7fd9facb3","submitted_via_web","null, null",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
588521957,3,"15","2024-09-06",202,240,442,20,NA,NA,NA,NA,NA,NA,NA,NA,"aLQEf7RcyAYyquCRdDCr4J","4efedc93-f616-43da-b7a5-7e5239f2032e","submitted_via_web","null, null",5,15,5,NA,NA,NA,NA,NA,NA,NA,NA,NA
588770037,3,"5","2024-09-06",9.54,1,10.54,0.2,0,0,0,0,0,0,0,0,"aLQEf7RcyAYyquCRdDCr4J","499a3551-c38a-4d97-9fd7-55d6a77166b6","submitted_via_web","null, null",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
588977988,3,"24","2024-08-30",1.5,1,2.5,0.5,NA,NA,NA,NA,NA,NA,NA,NA,"aLQEf7RcyAYyquCRdDCr4J","1fcbc204-0505-4b7b-8e3c-3b3356da0ead","submitted_via_web","null, null",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
589517602,2,"12","2024-09-06",8.95,824,832.95,133.44,NA,NA,NA,NA,NA,NA,NA,NA,"aLQEf7RcyAYyquCRdDCr4J","f935bcf2-457c-482f-94cc-b281627ae558","submitted_via_web","null, null",1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
589521215,2,"20","2024-09-06",158,22,180,0,NA,NA,NA,NA,NA,NA,NA,NA,"aLQEf7RcyAYyquCRdDCr4J","c52485c7-3b21-4ea3-8ae8-4a2d8fce73b4","submitted_via_web","null, null",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
589522507,1,"11","2024-09-06",10,0.5,10.5,0,NA,NA,NA,NA,NA,NA,NA,NA,"aLQEf7RcyAYyquCRdDCr4J","38a4d9a4-223b-4d36-a13b-df88fa1fba6b","submitted_via_web","null, null",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
589527784,2,"21","2024-09-06",563,256,819,42.01,49800,1350,9155,1373,23000,575,1950,1365,"aLQEf7RcyAYyquCRdDCr4J","6990c353-c78f-4f6b-8261-b404fdca8191","submitted_via_web","null, null",3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
589530514,1,"3","2024-09-06",20.5,852,872.5,3.02,NA,NA,NA,NA,NA,NA,NA,NA,"aLQEf7RcyAYyquCRdDCr4J","98932dcb-a843-4af5-b009-69b7cbaff2d9","submitted_via_web","null, null",8,79,8,NA,NA,NA,NA,NA,NA,NA,NA,NA
589538911,4,"17","2024-09-06",990,651,1641,66,NA,NA,NA,NA,NA,NA,NA,NA,"aLQEf7RcyAYyquCRdDCr4J","133d67e8-5541-47ca-abb2-c4a4bd8a5ead","submitted_via_web","null, null",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
589609787,4,"13","2024-09-06",13,2,15,6.2,4034,394,170,0,120,0,135,0,"aLQEf7RcyAYyquCRdDCr4J","dcc93168-67e6-481e-b274-06b65ee95c09","submitted_via_web","null, null",1,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
589611711,1,"25","2024-09-06",364,97.23,461.23,3.34,NA,NA,NA,NA,NA,NA,NA,NA,"aLQEf7RcyAYyquCRdDCr4J","3e5db2bd-518a-4264-82e6-f48109ac3dc4","submitted_via_web","null, null",2,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
589684131,4,"6","2024-09-06",1130,1250,2380,200,NA,NA,NA,NA,NA,NA,NA,NA,"aLQEf7RcyAYyquCRdDCr4J","1d7db19a-b902-4f54-9153-db31ed8de32d","submitted_via_web","null, null",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
590148954,3,"2","2024-08-09",806,310,1116,207,0,0,0,0,0,0,0,0,"aLQEf7RcyAYyquCRdDCr4J","f8d9c6a5-6d1e-4f36-b576-14eb8bb5eec4","submitted_via_web","null, null",12,8060,12,NA,NA,NA,NA,NA,NA,NA,NA,NA
590197875,1,"10","2024-09-06",100.25,54.5,154.75,2.5,NA,NA,NA,NA,NA,NA,NA,NA,"aLQEf7RcyAYyquCRdDCr4J","9cc1f1b8-5f91-4371-9071-6d4506aa3d54","submitted_via_web","null, null",4,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
590238735,2,"8","2024-09-06",34.64,32,66.64,0.75,32253,8063,847,287,919,434,12092,9069,"aLQEf7RcyAYyquCRdDCr4J","7282c3ed-d5bb-456f-9a0c-8e3b8d10be07","submitted_via_web","null, null",7,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
590251459,5,"23","2024-09-06",104.89,2.4,107.29,13.2,NA,NA,NA,NA,NA,NA,NA,NA,"aLQEf7RcyAYyquCRdDCr4J","2cfb0949-2580-434d-9a24-7451e2a05028","submitted_via_web","null, null",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
590285752,1,"16","2024-09-06",27,0,27,0.5,20000,5000,127,60,200,20000,200,190,"aLQEf7RcyAYyquCRdDCr4J","11332c84-b2c0-4460-a798-067e229d886d","submitted_via_web","null, null",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
590317797,5,"9","2024-09-06",1071,52,1123,36,NA,NA,NA,NA,NA,NA,NA,NA,"aLQEf7RcyAYyquCRdDCr4J","4cf441d9-3a91-4d61-8a4c-a74b883cc43d","submitted_via_web","null, null",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
590786865,5,"18","2024-08-30",235,0,235,0,NA,NA,NA,NA,NA,NA,NA,NA,"aLQEf7RcyAYyquCRdDCr4J","e75358ce-c464-4520-9532-0d523c823628","submitted_via_web","null, null",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
590789885,4,"22","2024-09-06",1.5,0.05,1.55,0.06,NA,NA,NA,NA,NA,NA,NA,NA,"aLQEf7RcyAYyquCRdDCr4J","305d7f6e-e9b2-4329-974d-ae54c6925d3c","submitted_via_web","null, null",2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
590792401,4,"1","2024-09-06",165,22,187,2,NA,NA,NA,NA,NA,NA,NA,NA,"aLQEf7RcyAYyquCRdDCr4J","cce37330-9c6c-4d29-8f1c-29f7d8d32356","submitted_via_web","null, null",1,15,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
590795599,3,"24","2024-09-06",1.5,1,2.5,0.5,NA,NA,NA,NA,NA,NA,NA,NA,"aLQEf7RcyAYyquCRdDCr4J","c1561000-521a-48f7-9360-082632659577","submitted_via_web","null, null",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
590808071,2,"14","2024-09-06",112.52,166.6,279.12,46.84,NA,NA,NA,NA,NA,NA,NA,NA,"aLQEf7RcyAYyquCRdDCr4J","8a025cde-61f2-49ad-bf66-6634d479b28c","submitted_via_web","null, null",1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
591533132,4,"6","2024-09-13",1100,1240,2340,210,NA,NA,NA,NA,NA,NA,NA,NA,"aLQEf7RcyAYyquCRdDCr4J","96a45236-7724-4001-ab9e-100e932d138a","submitted_via_web","null, null",31,20,31,NA,NA,NA,NA,NA,NA,NA,NA,NA
591847441,3,"15","2024-09-13",226,200,426,16,NA,NA,NA,NA,NA,NA,NA,NA,"aLQEf7RcyAYyquCRdDCr4J","d16b82eb-881a-4af6-9a8a-537a805718d7","submitted_via_web","null, null",9,40,9,NA,NA,NA,NA,NA,NA,NA,NA,NA
591852105,2,"21","2024-09-13",400,246,646,45.17,49800,1350,9155,1373,23000,575,1950,1365,"aLQEf7RcyAYyquCRdDCr4J","6990c353-c78f-4f6b-8261-b404fdca8191","submitted_via_web","null, null",2,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
591852905,2,"20","2024-09-13",160,21,181,0,NA,NA,NA,NA,NA,NA,NA,NA,"aLQEf7RcyAYyquCRdDCr4J","bc75cd73-055d-49d1-b342-fbfe147a1b0c","submitted_via_web","null, null",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
591859945,1,"3","2024-09-13",19.5,1117,1136.5,2.61,NA,NA,NA,NA,NA,NA,NA,NA,"aLQEf7RcyAYyquCRdDCr4J","b0f955b2-5b2c-40bd-a835-21a6871382db","submitted_via_web","null, null",4,67,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
591869840,3,"5","2024-09-13",10.33,1.3,11.63,0.2,0,0,0,0,0,0,0,0,"aLQEf7RcyAYyquCRdDCr4J","33a7408e-070b-4894-8fdb-5324d1e594e7","submitted_via_web","null, null",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
591889442,1,"19","2024-09-06",35,2,37,6.78,NA,NA,NA,NA,NA,NA,NA,NA,"aLQEf7RcyAYyquCRdDCr4J","013395d5-dfb4-48b8-b8e6-e03ee3936db8","submitted_via_web","null, null",108,225,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
591916542,3,"4","2024-09-13",117,43,160,36,NA,NA,NA,NA,NA,NA,NA,NA,"aLQEf7RcyAYyquCRdDCr4J","df67dac1-701f-4e5e-9aad-799c1fb6a63c","submitted_via_web","null, null",17,5605,17,NA,NA,NA,NA,NA,NA,NA,NA,NA
591969479,1,"25","2024-09-13",368,99.25,467.25,3.27,NA,NA,NA,NA,NA,NA,NA,NA,"aLQEf7RcyAYyquCRdDCr4J","2ff27d7d-cc88-43be-b1dc-dedd45663a66","submitted_via_web","null, null",2,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
592515503,5,"9","2024-09-13",1064,68,1132,42,NA,NA,NA,NA,NA,NA,NA,NA,"aLQEf7RcyAYyquCRdDCr4J","adc5e213-1705-46a7-ae10-890b0e9854c4","submitted_via_web","null, null",1,70,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
592811396,2,"12","2024-09-13",10.45,808.3,818.75,142.01,NA,NA,NA,NA,NA,NA,NA,NA,"aLQEf7RcyAYyquCRdDCr4J","b9cf8bae-4091-400b-a34f-d8898356275b","submitted_via_web","null, null",1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
592813798,3,"24","2024-09-13",1.5,1,2.5,0.5,NA,NA,NA,NA,NA,NA,NA,NA,"aLQEf7RcyAYyquCRdDCr4J","5d7e6f5c-a4a7-4c20-a941-525d733b1d82","submitted_via_web","null, null",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
592818227,1,"19","2024-09-13",44,0,44,8.71,NA,NA,NA,NA,NA,NA,NA,NA,"aLQEf7RcyAYyquCRdDCr4J","7ec191e6-6796-45dd-a2b9-38b4268b94ea","submitted_via_web","null, null",102,170,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
592818645,1,"16","2024-09-13",29,0,29,0.5,NA,NA,NA,NA,NA,NA,NA,NA,"aLQEf7RcyAYyquCRdDCr4J","b0c415d7-c0bc-409f-b35a-dbc4da82490a","submitted_via_web","null, null",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
592825366,1,"10","2024-09-13",102,55,157,2.5,NA,NA,NA,NA,NA,NA,NA,NA,"aLQEf7RcyAYyquCRdDCr4J","a12618b0-548d-4529-82d8-2329a6f42d5b","submitted_via_web","null, null",4,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
592829698,5,"7","2024-08-09",336.25,14,350.25,86,NA,NA,NA,NA,NA,NA,NA,NA,"aLQEf7RcyAYyquCRdDCr4J","8cfcafa8-a226-4c88-946e-f4fb52a27b3b","submitted_via_web","null, null",4,70,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
592853555,5,"7","2024-09-06",345,13,358,31.5,NA,NA,NA,NA,NA,NA,NA,NA,"aLQEf7RcyAYyquCRdDCr4J","0908695e-54e1-4a9f-82f6-01cab47bd339","submitted_via_web","null, null",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
592863483,2,"14","2024-09-13",172.51,260.1,432.61,99.12,NA,NA,NA,NA,NA,NA,NA,NA,"aLQEf7RcyAYyquCRdDCr4J","46cd4bb6-aabe-438e-90e0-76df0ca1201e","submitted_via_web","null, null",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
592895966,3,"2","2024-09-06",1067,236,1303,202,0,0,0,0,0,0,0,0,"aLQEf7RcyAYyquCRdDCr4J","1c4f35e2-bf84-45c8-8e20-402f92bf6851","submitted_via_web","null, null",3,1350,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
592910154,2,"8","2024-09-13",75.79,113.3,189.09,0.12,32253,8063,847,287,919,434,12092,9069,"aLQEf7RcyAYyquCRdDCr4J","88d56343-71fb-405f-9545-aba46181211e","submitted_via_web","null, null",6,5,6,NA,NA,NA,NA,NA,NA,NA,NA,NA
592910418,4,"1","2024-09-13",93,28,121,3,NA,NA,NA,NA,NA,NA,NA,NA,"aLQEf7RcyAYyquCRdDCr4J","122eedab-5e8a-4147-9ce0-bf899d4e70c8","submitted_via_web","null, null",1,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
592910460,5,"23","2024-09-13",78.11,5.6,83.71,17.6,NA,NA,NA,NA,NA,NA,NA,NA,"aLQEf7RcyAYyquCRdDCr4J","94c76005-d9ae-4887-bb94-15e04cb01216","submitted_via_web","null, null",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
592914003,5,"18","2024-09-06",1100,75,1175,65,NA,NA,NA,NA,NA,NA,NA,NA,"aLQEf7RcyAYyquCRdDCr4J","459c97a3-586f-4de5-9d0f-5365f8661975","submitted_via_web","null, null",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
592940967,1,"11","2024-09-13",10.25,0.55,10.8,0,NA,NA,NA,NA,NA,NA,NA,NA,"aLQEf7RcyAYyquCRdDCr4J","06095f55-e59d-4a12-bce2-fc19cd3aa98d","submitted_via_web","null, null",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
592944134,4,"22","2024-09-13",1.7,0.8,2.5,0.6,NA,NA,NA,NA,NA,NA,NA,NA,"aLQEf7RcyAYyquCRdDCr4J","7c0f3878-d68c-4212-b038-f4b46ca965e2","submitted_via_web","null, null",1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
592944984,4,"22","2024-08-16",0.8,0.2,1,0.08,NA,NA,NA,NA,NA,NA,NA,NA,"aLQEf7RcyAYyquCRdDCr4J","a047a189-9fbd-478d-b8af-3c67818f1573","submitted_via_web","null, null",1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
593216193,5,"18","2024-09-13",1080,30,1110,60,NA,NA,NA,NA,NA,NA,NA,NA,"aLQEf7RcyAYyquCRdDCr4J","0dbdf7fc-e377-45d7-a3e6-28781ea097eb","submitted_via_web","null, null",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
593216334,5,"18","2024-09-20",1120,30,1150,60,NA,NA,NA,NA,NA,NA,NA,NA,"aLQEf7RcyAYyquCRdDCr4J","0dbdf7fc-e377-45d7-a3e6-28781ea097eb","submitted_via_web","null, null",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
593218367,4,"13","2024-09-13",13.2,2.1,15.3,6.05,4034,394,170,0,120,0,135,0,"aLQEf7RcyAYyquCRdDCr4J","ca1651cb-98c4-447d-b140-76d596180b7b","submitted_via_web","null, null",1,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
593742683,4,"17","2024-09-13",753,488,1241,100,NA,NA,NA,NA,NA,NA,NA,NA,"aLQEf7RcyAYyquCRdDCr4J","321b6a3a-95be-47da-a563-d98af5973ae1","submitted_via_web","null, null",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
594516162,4,"6","2024-09-20",1130,1260,2390,216,NA,NA,NA,NA,NA,NA,NA,NA,"aLQEf7RcyAYyquCRdDCr4J","13ce83a0-c8c6-498a-b203-9daa9d55c76c","submitted_via_web","null, null",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
594517729,3,"5","2024-09-20",11.95,1.2,13.15,0.25,0,0,0,0,0,0,0,0,"aLQEf7RcyAYyquCRdDCr4J","08f43ff0-3c98-4b8d-9620-aec07c3c3146","submitted_via_web","null, null",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
594523910,4,"22","2024-09-20",1.5,0.6,2.1,0.06,NA,NA,NA,NA,NA,NA,NA,NA,"aLQEf7RcyAYyquCRdDCr4J","09bc18b7-51ac-46e8-abe3-a2621d953b7f","submitted_via_web","null, null",5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA
594525279,4,"1","2024-09-20",115,24,139,2,NA,NA,NA,NA,NA,NA,NA,NA,"aLQEf7RcyAYyquCRdDCr4J","0b46ccbb-f8f0-4276-8f9c-30a6014e1346","submitted_via_web","null, null",1,25,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
594531446,1,"16","2024-09-20",29,0,29,0.5,NA,NA,NA,NA,NA,NA,NA,NA,"aLQEf7RcyAYyquCRdDCr4J","b0c415d7-c0bc-409f-b35a-dbc4da82490a","submitted_via_web","null, null",2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
594559320,3,"15","2024-09-20",195,155,350,18,NA,NA,NA,NA,NA,NA,NA,NA,"aLQEf7RcyAYyquCRdDCr4J","4dda86f5-11df-46d3-8d01-59c010f34922","submitted_via_web","null, null",4,11,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
594563312,1,"25","2024-09-20",378,98.25,476.25,3.38,NA,NA,NA,NA,NA,NA,NA,NA,"aLQEf7RcyAYyquCRdDCr4J","2e17cbc9-a5c8-41ee-9225-829bed6b939e","submitted_via_web","null, null",4,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
594791896,2,"20","2024-09-20",154,20,174,0,NA,NA,NA,NA,NA,NA,NA,NA,"aLQEf7RcyAYyquCRdDCr4J","b75cda58-ed1f-40be-b18f-245d59744ab9","submitted_via_web","null, null",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
594817704,5,"9","2024-09-20",1066,64,1130,41,NA,NA,NA,NA,NA,NA,NA,NA,"aLQEf7RcyAYyquCRdDCr4J","b9176963-8d55-4a33-980b-5bbe2abeb35c","submitted_via_web","null, null",1,30,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
594827621,2,"8","2024-09-20",12.46,76.4,88.86,0.12,32253,8063,847,287,919,434,12092,9069,"aLQEf7RcyAYyquCRdDCr4J","f62449f9-120a-4c84-9c5b-92b6eff856c3","submitted_via_web","null, null",1,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
594895093,2,"14","2024-09-20",142.51,216,358.51,61.37,NA,NA,NA,NA,NA,NA,NA,NA,"aLQEf7RcyAYyquCRdDCr4J","2cba3616-29c0-4589-af77-fb27836e430b","submitted_via_web","null, null",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
595230387,2,"12","2024-09-20",10.6,635.2,645.8,122.1,NA,NA,NA,NA,NA,NA,NA,NA,"aLQEf7RcyAYyquCRdDCr4J","f724d3de-fd66-4072-920d-ba6046963e1a","submitted_via_web","null, null",1,5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
595233993,3,"24","2024-09-20",1.5,1.2,2.7,0.5,NA,NA,NA,NA,NA,NA,NA,NA,"aLQEf7RcyAYyquCRdDCr4J","bc72a224-d2ce-4bdd-a4ae-2698e0735e9e","submitted_via_web","null, null",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
595236307,2,"21","2024-09-20",403,217,620,44.08,49800,1350,9155,1373,23000,575,1950,1365,"aLQEf7RcyAYyquCRdDCr4J","05641a2d-d783-4aa3-bb78-b10985bab000","submitted_via_web","null, null",2,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
595237767,3,"2","2024-09-13",1037,350,1387,197,0,0,0,0,0,0,0,0,"aLQEf7RcyAYyquCRdDCr4J","32e63fc0-2e58-4529-abec-b966cd0710ba","submitted_via_web","null, null",13,6450,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
