"id","aqufishcatch_areaaqu","aqufishcatch_aqufishtype","aqufishcatch_aqucatch","aqufishcatch_aquprice","aqufishcatch_aqutype","date","province","uuid"
603979838,2,"FM003",2,25000,"batches","2024-10-04",7,NA
603979838,2,"FM031",1,12000,"batches","2024-10-04",7,NA
604174178,1,"75",430,12000,"ponds","2024-10-11",3,NA
604174178,1,"59",139,6500,"ponds batches","2024-10-11",3,NA
604174178,1,"30",227,5500,"ponds batches","2024-10-11",3,NA
604174178,1,"6",32,13000,"ponds batches","2024-10-11",3,NA
604174178,1,"39",30,5500,"ponds batches","2024-10-11",3,NA
604536552,1,"30",370,6000,"ponds","2024-10-11",12,NA
604536552,1,"77",0,8000,"pool","2024-10-11",12,NA
604536552,1,"59",85,6500,"batches","2024-10-11",12,NA
604540018,1,"30",17,8000,"ponds","2024-10-11",20,NA
604542390,1,"18",0,12000,"ponds","2024-10-11",24,NA
604542390,1,"6",0,10000,"ponds","2024-10-11",24,NA
604542390,1,"8",0,8000,"ponds","2024-10-11",24,NA
604542390,1,"30",0,6000,"ponds","2024-10-11",24,NA
604542390,1,"39",0,7000,"ponds","2024-10-11",24,NA
604542390,1,"77",0,11000,"ponds","2024-10-11",24,NA
604542900,1,"75",64,19000,"ponds batches","2024-10-11",15,NA
604542900,1,"39",60,9000,"ponds batches","2024-10-11",15,NA
604542900,1,"30",50,9000,"ponds batches","2024-10-11",15,NA
604542900,1,"59",50,9000,"ponds batches","2024-10-11",15,NA
604542900,1,"49",40,15000,"ponds","2024-10-11",15,NA
604542900,1,"75",45,17000,"ponds batches","2024-10-11",15,NA
604543041,1,"24",50,9000,"ponds","2024-10-11",2,NA
604543041,1,"46",0,7500,"ponds","2024-10-11",2,NA
604543041,1,"888",0,5500,"ponds","2024-10-11",2,NA
604543041,1,"30",10,4500,"ponds","2024-10-11",2,NA
604543041,1,"59",0,6500,"ponds","2024-10-11",2,NA
604543041,1,"8",0,7500,"ponds","2024-10-11",2,NA
604543041,1,"78",0,20000,"batches pool plastic","2024-10-11",2,NA
604543041,1,"6",0,6000,"ponds","2024-10-11",2,NA
604543041,1,"75",0,11000,"ponds batches","2024-10-11",2,NA
604543041,1,"18",0,6000,"ponds","2024-10-11",2,NA
604543816,1,"89",0,8000,"pool","2024-10-11",13,NA
604544962,1,"8",2,5750,"ponds","2024-10-11",14,NA
604544962,1,"888",1,5700,"ponds","2024-10-11",14,NA
604544962,1,"39",11,6070,"ponds pool plastic","2024-10-11",14,NA
604544962,1,"6",3,8000,"ponds","2024-10-11",14,NA
604544962,1,"30",196,5220,"ponds","2024-10-11",14,NA
604544962,1,"59",6,6850,"ponds batches","2024-10-11",14,NA
604544962,1,"24",2,6500,"ponds batches","2024-10-11",14,NA
604544962,1,"4",0,24000,"ponds batches","2024-10-11",14,NA
604555602,1,"30",186,4999,"ponds","2024-10-11",21,NA
604555602,1,"39",201,4000,"ponds pool plastic","2024-10-11",21,NA
604555602,1,"59",38,7000,"ponds","2024-10-11",21,NA
604555602,1,"6",84,10000,"ponds","2024-10-11",21,NA
604555602,1,"8",34,7000,"ponds","2024-10-11",21,NA
604555602,1,"77",233,10000,"pool plastic","2024-10-11",21,NA
604575195,1,"8",0,6000,"ponds","2024-10-11",11,NA
604575195,1,"59",0,8000,"ponds","2024-10-11",11,NA
604575195,1,"30",0,8000,"ponds","2024-10-11",11,NA
604575195,1,"39",0,8000,"ponds pool plastic","2024-10-11",11,NA
604575195,1,"6",0,8000,"ponds","2024-10-11",11,NA
604587189,1,"75",286,9000,"ponds batches","2024-10-11",6,NA
604587189,1,"39",83,6000,"ponds","2024-10-11",6,NA
604587189,1,"30",320,6000,"ponds","2024-10-11",6,NA
604587189,1,"8",174,8500,"ponds","2024-10-11",6,NA
604587189,1,"6",135,7000,"ponds","2024-10-11",6,NA
604587189,1,"77",2,7000,"pool","2024-10-11",6,NA
604604481,1,"90",46,10000,"ponds batches plastic","2024-10-11",10,NA
604618342,1,"75",20,13000,"ponds","2024-10-11",8,NA
604618342,1,"30",18,5600,"ponds","2024-10-11",8,NA
604618342,1,"59",12,8300,"ponds","2024-10-11",8,NA
604618342,1,"8",3,8500,"ponds","2024-10-11",8,NA
604618342,1,"6",6,12000,"ponds batches","2024-10-11",8,NA
604618342,1,"888",3,14000,"batches","2024-10-11",8,NA
604618342,1,"25",6,12000,"ponds batches","2024-10-11",8,NA
604627583,2,"FM001",1,0,"batches","2024-10-11",9,NA
604627583,2,"FM003",5,22000,"batches","2024-10-11",9,NA
604627583,2,"FM023",0,0,"ponds","2024-10-11",9,NA
604627583,2,"FM027",46,12000,"other","2024-10-11",9,NA
604627583,2,"999",20,1500,"pole","2024-10-11",9,NA
604667873,1,"8",4,7000,"ponds batches","2024-10-11",4,NA
604667873,1,"39",4,4000,"ponds","2024-10-11",4,NA
604667873,1,"6",3,7000,"ponds batches","2024-10-11",4,NA
604667873,1,"78",5,18000,"pool","2024-10-11",4,NA
604667873,1,"30",10,4000,"ponds batches","2024-10-11",4,NA
604667873,1,"59",11,7000,"ponds batches","2024-10-11",4,NA
604667873,1,"4",5,35000,"ponds batches","2024-10-11",4,NA
604667873,1,"24",4,8000,"ponds batches","2024-10-11",4,NA
604667873,1,"12",5,9000,"ponds","2024-10-11",4,NA
604667873,1,"888",2,12000,"ponds batches","2024-10-11",4,NA
604667873,1,"46",4,5000,"ponds","2024-10-11",4,NA
604667873,1,"77",2,10000,"pool plastic","2024-10-11",4,NA
605794814,1,"888",0,10000,"ponds","2024-10-11",23,NA
605794814,1,"888",0,12000,"ponds","2024-10-11",23,NA
605794814,1,"888",0,10000,"ponds","2024-10-11",23,NA
605794814,1,"39",1,8000,"ponds","2024-10-11",23,NA
605794814,1,"6",0,12000,"ponds","2024-10-11",23,NA
605794814,1,"30",0,10000,"ponds","2024-10-11",23,NA
605794814,1,"77",0,12000,"pool","2024-10-11",23,NA
605794814,2,"FM003",1,14000,"ponds","2024-10-11",23,NA
605794814,2,"FM023",0,35000,"ponds","2024-10-11",23,NA
606537541,1,"75",306,9000,"ponds batches","2024-10-18",6,NA
606537541,1,"39",98,6000,"ponds","2024-10-18",6,NA
606537541,1,"30",333,6000,"ponds","2024-10-18",6,NA
606537541,1,"8",199,8500,"ponds","2024-10-18",6,NA
606537541,1,"6",161,7000,"ponds","2024-10-18",6,NA
606537541,1,"77",3,7000,"pool","2024-10-18",6,NA
606582529,1,"6",0,10000,"ponds","2024-10-18",5,NA
606582529,1,"30",0,8000,"ponds","2024-10-18",5,NA
606582529,1,"8",0,10000,"ponds","2024-10-18",5,NA
606582529,1,"39",0,8000,"ponds pool plastic","2024-10-18",5,NA
606582529,1,"888",0,10000,"ponds","2024-10-18",5,NA
606582529,1,"77",0,12000,"pool plastic","2024-10-18",5,NA
606732761,1,"75",54,19000,"ponds batches","2024-10-18",15,NA
606732761,1,"59",65,8000,"ponds batches","2024-10-18",15,NA
606732761,1,"30",60,9000,"ponds batches","2024-10-18",15,NA
606732761,1,"49",65,11000,"ponds","2024-10-18",15,NA
606732761,1,"39",65,7000,"ponds batches","2024-10-18",15,NA
606744118,1,"30",75,5000,"ponds","2024-10-18",1,NA
606744118,1,"77",5,7000,"plastic","2024-10-18",1,NA
606752033,1,"39",1,6000,"ponds field pool plastic","2024-10-18",22,NA
606918035,1,"18",0,12000,"ponds","2024-10-18",24,NA
606918035,1,"6",0,10000,"ponds","2024-10-18",24,NA
606918035,1,"8",0,8000,"ponds","2024-10-18",24,NA
606918035,1,"30",0,6000,"ponds","2024-10-18",24,NA
606918035,1,"39",0,7000,"ponds pool plastic","2024-10-18",24,NA
606918035,1,"77",0,11000,"pool plastic","2024-10-18",24,NA
607353264,1,"8",2,5729,"ponds","2024-10-18",14,NA
607353264,1,"888",1,5867,"ponds","2024-10-18",14,NA
607353264,1,"39",9,5883,"ponds pool plastic","2024-10-18",14,NA
607353264,1,"6",3,7964,"ponds","2024-10-18",14,NA
607353264,1,"30",215,5230,"ponds batches","2024-10-18",14,NA
607353264,1,"59",6,6570,"ponds batches","2024-10-18",14,NA
607353264,1,"77",1,5800,"ponds pool plastic","2024-10-18",14,NA
607353264,1,"24",1,6800,"ponds batches","2024-10-18",14,NA
607353264,1,"46",1,6250,"ponds pool plastic","2024-10-18",14,NA
607934887,1,"75",415,12000,"ponds batches","2024-10-18",3,NA
607934887,1,"59",152,6500,"ponds batches","2024-10-18",3,NA
607934887,1,"30",210,5500,"ponds batches","2024-10-18",3,NA
607934887,1,"6",35,13000,"ponds batches","2024-10-18",3,NA
607934887,1,"39",33,5500,"ponds batches","2024-10-18",3,NA
607935079,1,"75",21,13000,"ponds","2024-10-18",8,NA
607935079,1,"30",40,5600,"ponds","2024-10-18",8,NA
607935079,1,"59",7,8300,"batches","2024-10-18",8,NA
607935079,1,"8",13,8500,"ponds batches","2024-10-18",8,NA
607935079,1,"4",1,12000,"batches","2024-10-18",8,NA
607935079,1,"6",3,12000,"ponds","2024-10-18",8,NA
607935079,1,"888",3,14000,"batches","2024-10-18",8,NA
607935079,1,"25",2,12000,"batches","2024-10-18",8,NA
607936709,2,"FM001",1,32000,"batches","2024-10-18",9,NA
607936709,2,"FM003",4,20000,"batches","2024-10-18",9,NA
607936709,2,"FM023",0,0,"ponds","2024-10-18",9,NA
607936709,2,"FM027",50,14000,"other","2024-10-18",9,NA
607936709,2,"999",20,1000,"ponds pole","2024-10-18",9,NA
607950367,1,"30",158,5000,"ponds","2024-10-18",21,NA
607950367,1,"39",171,4000,"ponds pool plastic","2024-10-18",21,NA
607950367,1,"59",33,7000,"ponds","2024-10-18",21,NA
607950367,1,"6",72,10000,"ponds","2024-10-18",21,NA
607950367,1,"8",26,7000,"ponds","2024-10-18",21,NA
607950367,1,"77",197,10000,"pool plastic","2024-10-18",21,NA
608499349,1,"59",75,6500,"batches","2024-10-18",12,NA
608499349,1,"30",670,5500,"ponds","2024-10-18",12,NA
608499349,1,"77",0,8000,"pool","2024-10-18",12,NA
608515186,1,"30",0,8000,"ponds","2024-10-18",11,NA
608515186,1,"39",0,8000,"ponds pool plastic","2024-10-18",11,NA
608515186,1,"6",0,8000,"ponds","2024-10-18",11,NA
608539129,1,"30",15,8000,"ponds","2024-10-18",20,NA
608548305,1,"30",61,10000,"batches","2024-10-11",17,NA
608548305,1,"39",53,12000,"batches","2024-10-11",17,NA
608548305,1,"75",70,12000,"batches","2024-10-11",17,NA
608548305,1,"8",65,10000,"ponds","2024-10-11",17,NA
608548305,1,"6",22,9000,"ponds","2024-10-11",17,NA
608548305,1,"46",20,8000,"ponds","2024-10-11",17,NA
608548305,1,"30",70,10000,"ponds","2024-10-11",17,NA
608548305,1,"75",60,12000,"ponds","2024-10-11",17,NA
608548305,1,"59",53,8000,"ponds","2024-10-11",17,NA
608548305,1,"39",40,12000,"ponds","2024-10-11",17,NA
608548305,1,"77",10,13000,"ponds","2024-10-11",17,NA
608579830,1,"24",50,9000,"ponds","2024-10-18",2,NA
608579830,1,"46",0,7500,"ponds","2024-10-18",2,NA
608579830,1,"888",0,5500,"ponds","2024-10-18",2,NA
608579830,1,"30",10,4500,"ponds","2024-10-18",2,NA
608579830,1,"59",0,6500,"ponds","2024-10-18",2,NA
608579830,1,"8",0,7500,"ponds","2024-10-18",2,NA
608579830,1,"78",0,20000,"batches pool plastic","2024-10-18",2,NA
608579830,1,"6",0,6000,"ponds","2024-10-18",2,NA
608579830,1,"75",0,11000,"ponds batches","2024-10-18",2,NA
608579830,1,"18",0,6000,"ponds","2024-10-18",2,NA
608593819,1,"90",3,8000,"ponds pool plastic","2024-10-18",16,NA
608599625,1,"90",98,9500,"ponds batches plastic","2024-10-18",25,NA
608599625,1,"75",5,10000,"batches","2024-10-18",25,NA
608599625,1,"39",0,5500,"plastic","2024-10-18",25,NA
608599625,1,"77",0,7500,"pool plastic","2024-10-18",25,NA
608617918,1,"90",96,9500,"ponds","2024-10-11",25,NA
608617918,1,"75",4,10000,"batches","2024-10-11",25,NA
608617918,1,"39",0,5500,"plastic","2024-10-11",25,NA
608617918,1,"77",0,7500,"pool plastic","2024-10-11",25,NA
608699507,1,"8",4,15000,"ponds batches","2024-10-18",4,NA
608699507,1,"39",4,6000,"ponds batches","2024-10-18",4,NA
608699507,1,"4",2,28000,"batches","2024-10-18",4,NA
608699507,1,"6",2,12000,"ponds","2024-10-18",4,NA
608699507,1,"12",3,10000,"ponds","2024-10-18",4,NA
608699507,1,"30",7,6000,"ponds batches","2024-10-18",4,NA
608699507,1,"59",10,9000,"ponds batches","2024-10-18",4,NA
608699507,1,"77",2,10000,"pool plastic","2024-10-18",4,NA
608699507,1,"78",2,17000,"pool","2024-10-18",4,NA
608861126,2,"FM003",35,25000,"batches","2024-10-04",18,NA
608861126,1,"3",45,12000,"ponds","2024-10-04",18,NA
608869114,2,"FM003",20,25000,"batches","2024-10-11",18,NA
608877589,2,"FM003",20,25000,"batches","2024-10-18",18,NA
609047133,1,"90",47,10000,"ponds batches pool","2024-10-18",10,NA
609474730,1,"89",1,8000,"ponds","2024-10-18",13,NA
609491392,1,"888",1,10000,"ponds","2024-10-18",23,NA
609491392,1,"49",0,12000,"ponds","2024-10-18",23,NA
609491392,1,"888",0,10000,"ponds","2024-10-18",23,NA
609491392,1,"39",2,8000,"ponds","2024-10-18",23,NA
609491392,1,"6",1,12000,"ponds","2024-10-18",23,NA
609491392,1,"30",0,10000,"ponds","2024-10-18",23,NA
609491392,1,"77",1,12000,"pool","2024-10-18",23,NA
609491392,2,"FM003",2,14000,"field","2024-10-18",23,NA
609491392,2,"FM023",0,35000,"ponds","2024-10-18",23,NA
610461930,1,"24",180,9000,"ponds batches","2024-10-25",6,NA
610461930,1,"39",37,6000,"ponds","2024-10-25",6,NA
610461930,1,"30",219,6000,"ponds","2024-10-25",6,NA
610461930,1,"8",122,8500,"ponds","2024-10-25",6,NA
610461930,1,"6",42,7000,"ponds","2024-10-25",6,NA
610463982,1,"6",0,10000,"ponds","2024-10-25",5,NA
610463982,1,"30",0,8000,"ponds","2024-10-25",5,NA
610463982,1,"8",0,10000,"ponds","2024-10-25",5,NA
610463982,1,"39",0,8000,"ponds pool plastic","2024-10-25",5,NA
610463982,1,"888",0,10000,"ponds","2024-10-25",5,NA
610463982,1,"77",0,12000,"pool plastic","2024-10-25",5,NA
610475361,1,"30",61,10000,"batches","2024-10-18",17,NA
610475361,1,"39",53,12000,"batches","2024-10-18",17,NA
610475361,1,"75",117,12000,"batches","2024-10-18",17,NA
610475361,1,"8",115,10000,"ponds","2024-10-18",17,NA
610475361,1,"6",22,9000,"ponds","2024-10-18",17,NA
610475361,1,"46",20,8000,"ponds","2024-10-18",17,NA
610475361,1,"30",70,10000,"ponds","2024-10-18",17,NA
610475361,1,"75",131,12000,"ponds","2024-10-18",17,NA
610475361,1,"59",103,8000,"ponds","2024-10-18",17,NA
610475361,1,"39",40,12000,"ponds","2024-10-18",17,NA
610475361,1,"77",10,13000,"ponds","2024-10-18",17,NA
611535610,1,"8",5,7000,"ponds batches","2024-10-25",4,NA
611535610,1,"39",6,4000,"ponds","2024-10-25",4,NA
611535610,1,"6",1,7000,"ponds batches","2024-10-25",4,NA
611535610,1,"78",3,18000,"pool","2024-10-25",4,NA
611535610,1,"30",6,4000,"ponds batches","2024-10-25",4,NA
611535610,1,"59",7,7000,"ponds batches","2024-10-25",4,NA
611535610,1,"4",3,38000,"ponds batches","2024-10-25",4,NA
611535610,1,"12",2,9000,"ponds","2024-10-25",4,NA
611535610,1,"888",1,13000,"batches","2024-10-25",4,NA
611535610,1,"77",1,12000,"pool plastic","2024-10-25",4,NA
611806599,1,"30",70,5000,"ponds","2024-10-25",1,NA
611806599,1,"77",6,7000,"plastic","2024-10-25",1,NA
611879269,1,"6",0,8000,"ponds","2024-10-25",11,NA
611879269,1,"8",0,6000,"ponds pool plastic","2024-10-25",11,NA
611879269,1,"30",0,8000,"ponds","2024-10-25",11,NA
611879269,1,"59",0,8000,"ponds","2024-10-25",11,NA
611879269,1,"39",0,8000,"ponds pool plastic","2024-10-25",11,NA
611886743,1,"75",430,12000,"ponds batches","2024-10-25",3,NA
611886743,1,"59",151,6500,"ponds batches","2024-10-25",3,NA
611886743,1,"30",213,5500,"ponds batches","2024-10-25",3,NA
611886743,1,"6",32,13000,"ponds batches","2024-10-25",3,NA
611886743,1,"39",36,5500,"ponds batches","2024-10-25",3,NA
612501898,2,"FM001",1,30000,"batches","2024-10-25",9,NA
612501898,2,"FM003",5,20000,"batches","2024-10-25",9,NA
612501898,2,"FM023",0,0,"ponds","2024-10-25",9,NA
612501898,2,"FM027",44,15000,"other","2024-10-25",9,NA
612501898,2,"999",23,1000,"pole","2024-10-25",9,NA
612510775,1,"30",470,5500,"ponds","2024-10-25",12,NA
612510775,1,"59",80,8000,"batches","2024-10-25",12,NA
612510775,1,"77",0,8000,"pool","2024-10-25",12,NA
612512207,1,"89",1,8000,"ponds","2024-10-25",13,NA
612513743,1,"30",193,5000,"ponds","2024-10-25",21,NA
612513743,1,"39",210,4000,"ponds pool plastic","2024-10-25",21,NA
612513743,1,"59",40,7000,"ponds","2024-10-25",21,NA
612513743,1,"6",89,10000,"ponds","2024-10-25",21,NA
612513743,1,"8",32,7000,"ponds","2024-10-25",21,NA
612513743,1,"77",242,10000,"pool plastic","2024-10-25",21,NA
612514324,1,"18",0,12000,"ponds","2024-10-25",24,NA
612514324,1,"6",0,10000,"ponds","2024-10-25",24,NA
612514324,1,"8",0,8000,"ponds","2024-10-25",24,NA
612514324,1,"30",0,6000,"ponds","2024-10-25",24,NA
612514324,1,"39",0,7000,"ponds pool plastic","2024-10-25",24,NA
612514324,1,"77",0,11000,"pool plastic","2024-10-25",24,NA
612514408,1,"90",46,10000,"ponds batches field","2024-10-25",10,NA
612514474,1,"90",3,10000,"ponds pool plastic","2024-10-25",16,NA
612518938,1,"30",80,8000,"ponds batches","2024-10-25",15,NA
612518938,1,"59",75,8500,"ponds batches","2024-10-25",15,NA
612518938,1,"75",80,18000,"ponds batches","2024-10-25",15,NA
612518938,1,"39",74,9000,"ponds batches","2024-10-25",15,NA
612522632,1,"8",3,5784,"ponds","2024-10-25",14,NA
612522632,1,"888",1,5869,"ponds","2024-10-25",14,NA
612522632,1,"39",17,6793,"ponds pool plastic","2024-10-25",14,NA
612522632,1,"6",4,7898,"ponds","2024-10-25",14,NA
612522632,1,"30",270,5110,"ponds","2024-10-25",14,NA
612522632,1,"59",3,6862,"ponds batches","2024-10-25",14,NA
612522632,1,"77",0,7625,"ponds field pool plastic","2024-10-25",14,NA
612522632,1,"75",7,11648,"ponds batches","2024-10-25",14,NA
612522632,1,"24",2,7818,"ponds batches","2024-10-25",14,NA
612522632,1,"46",1,6227,"ponds pool","2024-10-25",14,NA
612522817,1,"30",18,8000,"ponds","2024-10-25",20,NA
612572090,2,"FM003",25,25000,"batches","2024-10-25",18,NA
612575022,2,"FM046",5,20000,"field","2024-10-11",7,NA
612575022,2,"FM003",1,25000,"batches","2024-10-11",7,NA
612575022,2,"FM031",1,12000,"batches","2024-10-11",7,NA
612575022,2,"FM001",3,40000,"batches","2024-10-11",7,NA
612575022,2,"FM023",5,80000,"field","2024-10-11",7,NA
612586025,1,"30",61,10000,"batches","2024-10-25",17,NA
612586025,1,"39",53,12000,"batches","2024-10-25",17,NA
612586025,1,"75",117,12000,"batches","2024-10-25",17,NA
612586025,1,"8",115,10000,"ponds","2024-10-25",17,NA
612586025,1,"6",22,9000,"ponds","2024-10-25",17,NA
612586025,1,"46",20,8000,"ponds","2024-10-25",17,NA
612586025,1,"30",70,10000,"ponds","2024-10-25",17,NA
612586025,1,"75",85,12000,"ponds","2024-10-25",17,NA
612586025,1,"59",63,8000,"ponds","2024-10-25",17,NA
612586025,1,"39",40,12000,"ponds","2024-10-25",17,NA
612586025,1,"77",10,13000,"ponds","2024-10-25",17,NA
612592724,1,"75",24,13000,"ponds","2024-10-25",8,NA
612592724,1,"30",38,5600,"ponds","2024-10-25",8,NA
612592724,1,"59",8,8300,"ponds","2024-10-25",8,NA
612592724,1,"8",13,8500,"ponds","2024-10-25",8,NA
612592724,1,"6",3,12000,"ponds batches","2024-10-25",8,NA
612592724,1,"888",2,14000,"batches","2024-10-25",8,NA
612592724,1,"25",25,12000,"ponds batches","2024-10-25",8,NA
612594946,1,"90",99,9500,"ponds batches plastic","2024-10-25",25,NA
612594946,1,"75",5,10000,"batches","2024-10-25",25,NA
612594946,1,"39",0,5500,"plastic","2024-10-25",25,NA
612594946,1,"77",0,7500,"pool plastic","2024-10-25",25,NA
612602336,1,"24",100,9000,"ponds","2024-10-25",2,NA
612602336,1,"46",0,7500,"ponds","2024-10-25",2,NA
612602336,1,"888",0,5500,"ponds","2024-10-25",2,NA
612602336,1,"30",10,4500,"ponds","2024-10-25",2,NA
612602336,1,"59",0,6500,"ponds","2024-10-25",2,NA
612602336,1,"8",4,7500,"ponds","2024-10-25",2,NA
612602336,1,"78",0,20000,"batches pool plastic","2024-10-25",2,NA
612602336,1,"6",0,6000,"ponds","2024-10-25",2,NA
612602336,1,"75",0,11000,"ponds batches","2024-10-25",2,NA
612602336,1,"18",0,6000,"ponds","2024-10-25",2,NA
612607360,1,"90",94,9500,"ponds plastic","2024-10-04",25,NA
612607360,1,"75",5,10000,"batches","2024-10-04",25,NA
612607360,1,"39",0,5500,"plastic","2024-10-04",25,NA
612607360,1,"77",0,7500,"pool plastic","2024-10-04",25,NA
612644586,1,"39",1,6000,"ponds pool plastic","2024-10-11",22,NA
612648065,1,"30",1,6000,"ponds field","2024-10-25",22,NA
613208106,1,"888",0,10000,"ponds","2024-10-25",23,NA
613208106,1,"49",0,12000,"ponds","2024-10-25",23,NA
613208106,1,"888",0,10000,"ponds","2024-10-25",23,NA
613208106,1,"39",2,8000,"plastic","2024-10-25",23,NA
613208106,1,"6",1,12000,"ponds","2024-10-25",23,NA
613208106,1,"30",0,10000,"ponds","2024-10-25",23,NA
613208106,1,"77",1,12000,"pool","2024-10-25",23,NA
613208106,2,"FM003",1,14000,"ponds","2024-10-25",23,NA
613208106,2,"FM023",0,35000,"ponds","2024-10-25",23,NA
614420356,1,"8",5,7000,"ponds batches","2024-10-31",4,NA
614420356,1,"39",5,4000,"ponds","2024-10-31",4,NA
614420356,1,"6",2,7000,"ponds batches","2024-10-31",4,NA
614420356,1,"78",2,18000,"pool","2024-10-31",4,NA
614420356,1,"30",7,4000,"ponds batches","2024-10-31",4,NA
614420356,1,"59",6,7000,"ponds batches","2024-10-31",4,NA
614420356,1,"4",2,38000,"ponds batches","2024-10-31",4,NA
614420356,1,"12",2,9000,"ponds","2024-10-31",4,NA
614420356,1,"888",1,13000,"batches","2024-10-31",4,NA
614420356,1,"77",2,10000,"pool plastic","2024-10-31",4,NA
614424450,1,"6",0,10000,"ponds","2024-10-31",5,NA
614424450,1,"30",0,8000,"ponds","2024-10-31",5,NA
614424450,1,"8",0,10000,"ponds","2024-10-31",5,NA
614424450,1,"39",0,8000,"ponds pool plastic","2024-10-31",5,NA
614424450,1,"77",0,12000,"pool plastic","2024-10-31",5,NA
614470434,1,"24",111,9000,"ponds batches","2024-10-31",6,NA
614470434,1,"39",30,6000,"ponds","2024-10-31",6,NA
614470434,1,"30",146,6000,"ponds","2024-10-31",6,NA
614470434,1,"8",64,8500,"ponds","2024-10-31",6,NA
614470434,1,"6",49,7000,"ponds","2024-10-31",6,NA
614473346,1,"75",70,19000,"ponds batches","2024-10-31",15,NA
614473346,1,"30",63,7000,"ponds batches","2024-10-31",15,NA
614473346,1,"59",71,7000,"ponds batches","2024-10-31",15,NA
614473346,1,"39",60,7000,"ponds batches","2024-10-31",15,NA
614473346,1,"49",45,8000,"ponds","2024-10-31",15,NA
614519365,1,"90",3,7000,"ponds pool plastic","2024-10-31",16,NA
615052484,1,"30",510,5000,"ponds","2024-10-31",12,NA
615052484,1,"59",65,8000,"batches","2024-10-31",12,NA
615052484,1,"77",1,8000,"pool","2024-10-31",12,NA
615055536,1,"90",45,10000,"ponds batches plastic","2024-10-31",10,NA
615057690,1,"30",17,8000,"ponds","2024-10-31",20,NA
615058106,1,"90",88,9500,"ponds batches pool plastic","2024-10-31",25,NA
615058106,1,"75",8,10000,"batches","2024-10-31",25,NA
615058106,1,"39",0,5500,"plastic","2024-10-31",25,NA
615058106,1,"77",0,7500,"pool plastic","2024-10-31",25,NA
615074197,1,"75",382,12000,"ponds","2024-10-31",3,NA
615074197,1,"59",126,7000,"ponds batches","2024-10-31",3,NA
615074197,1,"30",215,5500,"ponds batches","2024-10-31",3,NA
615074197,1,"6",31,10000,"ponds batches","2024-10-31",3,NA
615074197,1,"39",32,5500,"ponds batches","2024-10-31",3,NA
615090688,1,"18",0,11000,"ponds","2024-10-31",24,NA
615090688,1,"6",0,9000,"ponds","2024-10-31",24,NA
615090688,1,"8",0,8000,"ponds","2024-10-31",24,NA
615090688,1,"77",0,10000,"pool plastic","2024-10-31",24,NA
615090688,1,"39",0,7000,"ponds pool plastic","2024-10-31",24,NA
615093683,1,"6",0,8000,"ponds","2024-10-31",11,NA
615093683,1,"8",0,6000,"ponds pool plastic","2024-10-31",11,NA
615093683,1,"30",0,8000,"ponds","2024-10-31",11,NA
615093683,1,"59",0,8000,"ponds","2024-10-31",11,NA
615093683,1,"39",0,8000,"ponds pool plastic","2024-10-31",11,NA
615101388,2,"FM001",1,0,"batches","2024-10-31",9,NA
615101388,2,"FM003",4,20000,"batches","2024-10-31",9,NA
615101388,2,"FM023",0,0,"ponds","2024-10-31",9,NA
615101388,2,"FM027",40,14000,"other","2024-10-31",9,NA
615101388,2,"999",20,1000,"pole","2024-10-31",9,NA
615101388,2,"FM046",0,0,"ponds","2024-10-31",9,NA
615121555,1,"30",61,10000,"batches","2024-10-31",17,NA
615121555,1,"39",71,12000,"batches","2024-10-31",17,NA
615121555,1,"75",117,12000,"batches","2024-10-31",17,NA
615121555,1,"8",115,10000,"ponds","2024-10-31",17,NA
615121555,1,"6",22,9000,"ponds","2024-10-31",17,NA
615121555,1,"46",20,8000,"ponds","2024-10-31",17,NA
615121555,1,"30",83,10000,"ponds","2024-10-31",17,NA
615121555,1,"75",98,12000,"ponds","2024-10-31",17,NA
615121555,1,"59",53,8000,"ponds","2024-10-31",17,NA
615121555,1,"39",40,12000,"ponds","2024-10-31",17,NA
615121555,1,"77",7,13000,"ponds","2024-10-31",17,NA
615211530,1,"77",5,7000,"plastic","2024-10-31",1,NA
615211530,1,"30",70,5000,"ponds","2024-10-31",1,NA
615228421,1,"30",15,6500,"ponds","2024-10-04",8,NA
615228421,1,"59",7,7600,"ponds","2024-10-04",8,NA
615228421,1,"8",12,8500,"ponds","2024-10-04",8,NA
615228421,1,"6",3,8000,"ponds batches","2024-10-04",8,NA
615228421,1,"888",3,12000,"batches","2024-10-04",8,NA
615228421,1,"25",3,12000,"batches","2024-10-04",8,NA
615439395,1,"39",1,7000,"ponds pool plastic","2024-10-31",22,NA
615712357,1,"89",3,8000,"ponds pool","2024-11-08",13,NA
615726139,1,"888",0,10000,"ponds","2024-10-31",23,NA
615726139,1,"888",0,12000,"ponds","2024-10-31",23,NA
615726139,1,"888",0,10000,"ponds","2024-10-31",23,NA
615726139,1,"39",1,8000,"ponds","2024-10-31",23,NA
615726139,1,"6",1,12000,"ponds","2024-10-31",23,NA
615726139,1,"30",0,10000,"ponds","2024-10-31",23,NA
615726139,1,"77",0,12000,"pool","2024-10-31",23,NA
615726139,2,"FM003",1,14000,"ponds","2024-10-31",23,NA
615726139,2,"FM023",0,35000,"ponds","2024-10-31",23,NA
616420302,1,"75",125,19000,"ponds batches","2024-11-08",15,NA
616420302,1,"30",100,9000,"ponds batches","2024-11-08",15,NA
